Seed,Cluster,Cluster_Size,Rank,Feature_ID,Feature_Name,Importance_Score,Phi_Weight,Cluster_Mean,Cluster_Std
42,0,1156,1,193,Feature_193,1.2886923516366096,0.9332665,-1.380840653049395,0.5211909504797814
42,0,1156,2,699,Feature_699,1.278165813507978,0.9454875,1.3518590299071798,0.8369961831688506
42,0,1156,3,560,Feature_560,1.2778887226783198,0.9348702,-1.3669156908374602,0.35428517569188506
42,0,1156,4,238,Feature_238,1.260134038386565,0.9468706,-1.3308407770715045,0.6324739399414118
42,0,1156,5,480,Feature_480,1.2440212500306917,0.94139975,-1.3214590782953448,0.989699294237624
42,0,1156,6,435,Feature_435,1.2325904305489206,0.942903,1.3072293266347743,0.4623836254746361
42,0,1156,7,622,Feature_622,1.2140002582201077,0.9305395,1.304619817688276,0.2852540012163994
42,0,1156,8,51,Feature_51,1.1900261554653768,0.9521835,1.2497865948877211,0.27629696135294923
42,0,1156,9,369,Feature_369,1.1897566829827846,0.94703245,-1.2562998035975113,0.2448135976406573
42,0,1156,10,589,Feature_589,1.188125316997083,0.9207178,-1.2904337769918168,0.5423625771590288
42,0,1156,11,722,Feature_722,1.1781998691180637,0.94825137,1.2424974121825423,0.3340215869864297
42,0,1156,12,387,Feature_387,1.1761663906766613,0.93526375,1.2575772203111244,0.24153460458550394
42,0,1156,13,343,Feature_343,1.1671384099537425,0.9263574,1.2599223846513095,0.3309080095256853
42,0,1156,14,547,Feature_547,1.1494847950957061,0.930782,-1.2349666949755607,0.12918153652970354
42,0,1156,15,153,Feature_153,1.1480798018341603,0.9281694,-1.2369291269345837,0.07840714100185085
42,0,1156,16,22,Feature_22,1.1373477573404214,0.9305778,1.2221952205629933,0.7621611540890654
42,0,1156,17,694,Feature_694,1.116396506571999,0.9428947,1.1840097413845452,0.15251300985244196
42,0,1156,18,360,Feature_360,1.114821556670987,0.93486583,-1.1924936371820458,0.3707544010041537
42,0,1156,19,452,Feature_452,1.102540715506379,0.93544567,-1.178626140684121,0.9637111750118861
42,0,1156,20,606,Feature_606,1.10119950492137,0.94407165,1.166436365642632,0.2575017921298808
42,1,591,1,21,Feature_21,1.5654656538019678,0.9393328,-1.6665719346363514,0.7476321064283609
42,1,591,2,20,Feature_20,1.5291025463665964,0.9378018,-1.6305178575280341,0.6715256153342336
42,1,591,3,539,Feature_539,1.5134919674994807,0.9193934,1.6461853372175237,0.9373044960505054
42,1,591,4,768,Feature_768,1.4959958815409713,0.9363949,1.5976122136291622,0.7938089112541802
42,1,591,5,512,Feature_512,1.4376075606778984,0.9479506,-1.5165426956691201,0.9152158583468412
42,1,591,6,737,Feature_737,1.4004452800487486,0.9139742,1.5322590516710768,0.6002383339175198
42,1,591,7,405,Feature_405,1.3855494293630528,0.8879806,1.5603375344630908,1.096055722784165
42,1,591,8,224,Feature_224,1.3751586140129932,0.9471508,-1.4518897894659062,0.8343449775687455
42,1,591,9,724,Feature_724,1.312001281581965,0.94491184,-1.3884906817816354,0.6675260142049905
42,1,591,10,655,Feature_655,1.2972844107006214,0.9276855,1.3984097108681093,0.8586620020704346
42,1,591,11,181,Feature_181,1.2808980627526152,0.8971193,1.427790134555851,0.8353841688743309
42,1,591,12,544,Feature_544,1.2584717020207323,0.91942286,-1.3687626771589234,0.872331028058404
42,1,591,13,540,Feature_540,1.2511129634009963,0.8831596,1.4166329560187492,0.6662099268503068
42,1,591,14,566,Feature_566,1.2443635483091644,0.9454706,1.3161314437437752,0.6112324705384965
42,1,591,15,582,Feature_582,1.2287775404269234,0.91656417,-1.3406344970452555,0.8924208877012076
42,1,591,16,309,Feature_309,1.2280367381769235,0.9078923,-1.35262382560354,0.44279782026192444
42,1,591,17,365,Feature_365,1.2232513675264143,0.93253994,1.311741530001746,0.5256287898567461
42,1,591,18,398,Feature_398,1.2107680207718663,0.9262008,-1.3072413795124618,0.6831625529335729
42,1,591,19,688,Feature_688,1.2061213063437823,0.9148025,1.318449957595451,0.7309675141612609
42,1,591,20,416,Feature_416,1.1949353719086566,0.8925346,1.3388112390134277,1.009597018543119
42,2,1312,1,342,Feature_342,1.1017558345589311,0.9404049,-1.1715760349284603,0.5785280371178788
42,2,1312,2,29,Feature_29,1.076376894584064,0.9312626,1.155825306758699,0.6965397237669434
42,2,1312,3,341,Feature_341,1.0279182266760194,0.91851234,1.1191120434988358,0.7302207053427786
42,2,1312,4,722,Feature_722,1.025287244009388,0.94825137,-1.08123993289782,0.5445787428886576
42,2,1312,5,633,Feature_633,0.9944133812444432,0.9327054,-1.0661602031178266,0.5914709059220312
42,2,1312,6,30,Feature_30,0.9747281437739332,0.907788,-1.0737398673470055,0.6044377836316319
42,2,1312,7,681,Feature_681,0.9713217026694478,0.86658764,1.1208580172604956,0.6011009688954267
42,2,1312,8,111,Feature_111,0.9293365858647545,0.80094534,-1.1602996329603237,0.7771821837558355
42,2,1312,9,291,Feature_291,0.9074703141001802,0.91864985,0.9878304686513886,1.0233585383662527
42,2,1312,10,308,Feature_308,0.9062158836104608,0.9212639,0.9836659285159765,0.6170830806157525
42,2,1312,11,501,Feature_501,0.8642109082630387,0.8993063,0.960975043603623,0.6912926772733529
42,2,1312,12,142,Feature_142,0.8479265809110773,0.874288,0.9698481039107074,0.5947748381488234
42,2,1312,13,754,Feature_754,0.8382659952283904,0.89954007,-0.931882887980573,0.6980943172774035
42,2,1312,14,426,Feature_426,0.8319896633767543,0.8652023,-0.9616128574453248,0.9429498373011154
42,2,1312,15,712,Feature_712,0.8256357397376237,0.91909254,-0.8983162276080565,0.46338019843454326
42,2,1312,16,83,Feature_83,0.8255158712778332,0.92680794,-0.8907086739807827,0.8567960954065393
42,2,1312,17,452,Feature_452,0.8237261201002359,0.93544567,0.8805707800718662,0.5239401208551376
42,2,1312,18,125,Feature_125,0.8213235957870542,0.8847382,0.9283238696097817,0.7011824507481711
42,2,1312,19,675,Feature_675,0.8196066847593146,0.8695822,0.9425293056636903,0.7011588166372514
42,2,1312,20,10,Feature_10,0.8105135301998457,0.94165826,-0.860730018493345,0.6983060761097121
42,3,2141,1,198,Feature_198,0.7437134045295698,0.915202,-0.8126221172789114,0.6903261010869565
42,3,2141,2,705,Feature_705,0.6572986862493593,0.9313476,-0.7057501197229726,0.7685533680260791
42,3,2141,3,384,Feature_384,0.6413662196827892,0.9332037,-0.6872735519629858,0.7528543229361074
42,3,2141,4,14,Feature_14,0.6318319807548542,0.9107262,0.6937672243982625,0.9593741485697057
42,3,2141,5,616,Feature_616,0.617573916882791,0.92778635,0.665642382770794,0.9712601616344086
42,3,2141,6,202,Feature_202,0.6032359659750529,0.94219226,-0.6402472126522376,0.8041494108763708
42,3,2141,7,490,Feature_490,0.6030307958765792,0.8043676,-0.7496955303440008,0.7529582786796142
42,3,2141,8,187,Feature_187,0.6014316193746106,0.90350837,-0.6656624803600145,1.0053766393508092
42,3,2141,9,610,Feature_610,0.5887399525033546,0.942613,0.6245828871253417,0.5744643470104905
42,3,2141,10,152,Feature_152,0.5872007736254883,0.8445139,0.6953121534222964,0.9662660874900117
42,3,2141,11,191,Feature_191,0.5860972512353756,0.91392714,0.641295380081459,0.950661298833968
42,3,2141,12,381,Feature_381,0.5836943915473493,0.92840284,0.6287081056983094,0.8218579677932947
42,3,2141,13,114,Feature_114,0.582152083285652,0.9075104,0.641482547640371,0.8242918921506036
42,3,2141,14,327,Feature_327,0.577138949463975,0.9368688,-0.6160296485359312,0.7770992126180736
42,3,2141,15,599,Feature_599,0.5745952877255911,0.9031002,0.6362475531149734,0.9828338838161765
42,3,2141,16,359,Feature_359,0.5657218895604517,0.9086472,-0.6225979701023934,0.7937599449879023
42,3,2141,17,300,Feature_300,0.5589312622813244,0.9019046,0.619723275422579,0.838803345352543
42,3,2141,18,369,Feature_369,0.5489869678178086,0.94703245,0.5796918224640776,0.8446623925255288
42,3,2141,19,257,Feature_257,0.5458131115297441,0.9189585,-0.5939475181565057,0.9663013041561495
42,3,2141,20,171,Feature_171,0.5384086563536442,0.87167835,-0.6176689542632815,0.8657419930256766
