Seed,Cluster,Cluster_Size,Rank,Feature_ID,Feature_Name,Importance_Score,Phi_Weight,Cluster_Mean,Cluster_Std
2025,0,956,1,589,Feature_589,1.365406828144053,0.92002654,-1.484095042542732,0.37354405756932246
2025,0,956,2,705,Feature_705,1.3063268252451627,0.93122274,1.402808129110311,0.1042922054280048
2025,0,956,3,238,Feature_238,1.2894682216123388,0.9468491,-1.3618518632678218,0.6915117549529955
2025,0,956,4,369,Feature_369,1.2766011555861454,0.9470518,-1.3479739169442684,0.15504945684834537
2025,0,956,5,82,Feature_82,1.273054016128381,0.9303589,-1.3683472413729183,0.4567341475528716
2025,0,956,6,91,Feature_91,1.2633174069966382,0.9354898,-1.3504342243444285,0.040110757107928316
2025,0,956,7,360,Feature_360,1.2614424143613163,0.93486965,-1.3493243880300567,0.15529473470997812
2025,0,956,8,712,Feature_712,1.2511648016705696,0.91873085,1.3618404072069377,0.834862926419091
2025,0,956,9,571,Feature_571,1.2321056598750078,0.92782885,1.3279449782685921,0.7695473108645042
2025,0,956,10,691,Feature_691,1.2268492026172741,0.9233789,1.3286520006283207,0.17695860039746492
2025,0,956,11,435,Feature_435,1.2261794576585694,0.9429109,1.300419207271864,0.5083584436022498
2025,0,956,12,387,Feature_387,1.2221105775280194,0.9352845,1.3066725510785369,0.2379366859942526
2025,0,956,13,364,Feature_364,1.2221039573654509,0.93680835,1.3045399951476195,0.20189098063532812
2025,0,956,14,193,Feature_193,1.218478858642506,0.9332447,-1.3056370444460474,0.5458720589474855
2025,0,956,15,343,Feature_343,1.2155897956593213,0.92587364,1.312911121798713,0.3438290275040099
2025,0,956,16,560,Feature_560,1.211464732436628,0.9348953,-1.2958293428263998,0.3511591994786644
2025,0,956,17,163,Feature_163,1.2078516688104812,0.9255962,1.3049445298824514,1.200562288458999
2025,0,956,18,551,Feature_551,1.2049837621133734,0.8777592,1.3727953373848005,0.10704052545615846
2025,0,956,19,316,Feature_316,1.2045102767673372,0.92789966,1.2981040196532496,1.0079014168513358
2025,0,956,20,98,Feature_98,1.2030124845655517,0.9227275,-1.3037570156587477,1.0156738951213224
2025,1,1303,1,342,Feature_342,1.10216245272093,0.9404891,-1.1719034671411621,0.585705235016909
2025,1,1303,2,29,Feature_29,1.0782068610532298,0.92929256,1.1602448011526196,0.6987172200330897
2025,1,1303,3,341,Feature_341,1.0315908619096277,0.91859204,1.1230130697186376,0.7346657737163106
2025,1,1303,4,722,Feature_722,1.0315642436650367,0.94829786,-1.0878061515202742,0.5429670255887372
2025,1,1303,5,633,Feature_633,0.9972657152445952,0.9326241,-1.0693115409436813,0.5912227062989508
2025,1,1303,6,30,Feature_30,0.9862800738596358,0.90815365,-1.0860277558145102,0.5957959349776291
2025,1,1303,7,681,Feature_681,0.9784317350749929,0.86838144,1.1267303621257192,0.5986475006625178
2025,1,1303,8,111,Feature_111,0.9391218732787046,0.7984586,-1.17616855935762,0.7591935828251085
2025,1,1303,9,291,Feature_291,0.9259306409629359,0.91884446,1.0077120555428745,1.0173269254334494
2025,1,1303,10,308,Feature_308,0.9043859267819783,0.92093813,0.982026797678501,0.6230930905160386
2025,1,1303,11,501,Feature_501,0.8618243447045539,0.8967948,0.9610050688944601,0.6970697095911935
2025,1,1303,12,142,Feature_142,0.8475398990305028,0.87465876,0.9689949206334224,0.6036211227848174
2025,1,1303,13,754,Feature_754,0.8374987021926187,0.8993913,-0.9311839109644341,0.7034430830085681
2025,1,1303,14,83,Feature_83,0.8320899033919543,0.9268071,-0.8978026802093163,0.8527995230685789
2025,1,1303,15,712,Feature_712,0.8293092700660506,0.91873085,-0.902668355550978,0.46474201416739486
2025,1,1303,16,426,Feature_426,0.824688102500134,0.85652614,-0.9628288822194497,0.9496524403097762
2025,1,1303,17,452,Feature_452,0.8213134252111872,0.9353962,0.8780380229011697,0.5294112105788041
2025,1,1303,18,675,Feature_675,0.8206710101250734,0.87344706,0.9395772762408748,0.710345918195062
